ntype,node_name,node_id,global_graph_index
SNOMEDCT_US,Decompression,424128006,31155
SNOMEDCT_US,Child abuse,213002000,31156
SNOMEDCT_US,Child abuse,418189009,31157
SNOMEDCT_US,Sexual abuse of child,154906006,31158
SNOMEDCT_US,CSA - Child sexual abuse,95922009,31159
SNOMEDCT_US,Lightning,5193003,31160
SNOMEDCT_US,Shaken baby,102458000,31161
SNOMEDCT_US,Physical abuse of child,371779005,31162
SNOMEDCT_US,Travel sickness,157749008,31163
SNOMEDCT_US,Motion sickness NOS,212974006,31164
SNOMEDCT_US,Motion sickness,37031009,31165
SNOMEDCT_US,Effects of lightning NOS,212961000,31166
SNOMEDCT_US,Neglect,95930005,31167
SNOMEDCT_US,Caregiver,133932002,31168
SNOMEDCT_US,Neglected child,419686005,31169
SNOMEDCT_US,Victim of child neglect,720824009,31170
SNOMEDCT_US,Drug abuse,26416006,31171
SNOMEDCT_US,Post-traumatic stress disorder,192415000,31172
SNOMEDCT_US,PTSD - Post-traumatic stress disorder,47505003,31173
SNOMEDCT_US,Anger,75408008,31174
SNOMEDCT_US,Abuse protection support: child,386497007,31175
SNOMEDCT_US,Domestic violence,404189009,31176
SNOMEDCT_US,Motions,272149007,31177
SNOMEDCT_US,Agencies,224877003,31178
SNOMEDCT_US,Perpetrator of sexual abuse,105552007,31179
SNOMEDCT_US,Victim of child abuse,225829008,31180
SNOMEDCT_US,Child abuse,397940009,31181
SNOMEDCT_US,At risk of child sexual exploitation,716565009,31182
SNOMEDCT_US,School,257698009,31183
SNOMEDCT_US,Victimisation,248001001,31184
SNOMEDCT_US,Parenting behavior,405175009,31185
SNOMEDCT_US,Mental health disorder,154843007,31186
SNOMEDCT_US,"[X]Mental disorder, not otherwise specified",192637001,31187
SNOMEDCT_US,Mental disease,74732009,31188
SNOMEDCT_US,Outerspace sickness,21162009,31189
SNOMEDCT_US,Marked,46998006,31190
SNOMEDCT_US,Behavior AND/OR conation finding,106128004,31191
SNOMEDCT_US,Behavior finding,844005,31192
SNOMEDCT_US,Abnormal sinus tract,118622000,31193
SNOMEDCT_US,Unspecified fistula,361676009,31194
SNOMEDCT_US,Sinus,419351001,31195
SNOMEDCT_US,Fistula,428794004,31196
SNOMEDCT_US,Intellectual developmental disorder,110359009,31197
SNOMEDCT_US,Intellectual disability,228156007,31198
SNOMEDCT_US,Hereditary disease,264530000,31199
SNOMEDCT_US,Genetic syndrome,290028006,31200
SNOMEDCT_US,Genetic mutation,55446002,31201
SNOMEDCT_US,Benign tumor,154607004,31202
SNOMEDCT_US,[X]Benign neoplasms,190189000,31203
SNOMEDCT_US,Benign neoplastic disease,20376005,31204
SNOMEDCT_US,Benign neoplasm,3898006,31205
SNOMEDCT_US,Intelligence test,72657008,31206
SNOMEDCT_US,Second edition,258240008,31207
SNOMEDCT_US,IEP,25884002,31208
SNOMEDCT_US,Fistula of congenital auricle (disorder),204276005,31209
SNOMEDCT_US,Linear foreign body,371388004,31210
SNOMEDCT_US,Congenital auricular fistula,716577004,31211
SNOMEDCT_US,Dwarfism,185797004,31212
SNOMEDCT_US,Primordial dwarfism,190585002,31213
SNOMEDCT_US,"[D]Short stature, constitutional",206931003,31214
SNOMEDCT_US,Nanosoma,237837007,31215
SNOMEDCT_US,Constitutional dwarfism,422065006,31216
SNOMEDCT_US,Constitutional dwarfism,90482002,31217
SNOMEDCT_US,Iraq,223608003,31218
SNOMEDCT_US,Cognitive disorder,443265004,31219
SNOMEDCT_US,Intelligence,22851009,31220
SNOMEDCT_US,Inheritance,246071007,31221
SNOMEDCT_US,Incomplete blind,20098009,31222
SNOMEDCT_US,Chromosome,91272006,31223
SNOMEDCT_US,Fistula of intestine,38851006,31224
SNOMEDCT_US,[D]Feeding problem,206920006,31225
SNOMEDCT_US,Feeding problem,78164000,31226
SNOMEDCT_US,Reading disorder unspecified,192137002,31227
SNOMEDCT_US,Dyslexia,59770006,31228
SNOMEDCT_US,Word blindness,9236007,31229
SNOMEDCT_US,D&C - Dilatation and curettage,11401008,31230
SNOMEDCT_US,Dilation and curettage - action,129320007,31231
SNOMEDCT_US,Dilation and curettage,13091001,31232
SNOMEDCT_US,Dilatation of cervix and curettage of uterus,149879005,31233
SNOMEDCT_US,VVF - Vesicovaginal fistula,89405008,31234
SNOMEDCT_US,Has not grown in height,271817008,31235
SNOMEDCT_US,Ability to perform cognitive activity,413384008,31236
SNOMEDCT_US,Anaemia caused by lead,36919001,31237
SNOMEDCT_US,Achilles tendon contracture,203076007,31238
SNOMEDCT_US,Contracture of tendo achilles,240016004,31239
SNOMEDCT_US,Mitochondrial structure,312239001,31240
SNOMEDCT_US,Mitochondrion,75056005,31241
SNOMEDCT_US,Early childhood,713152004,31242
SNOMEDCT_US,Fistula of vagina and/or rectum and/or urinary bladder due to complication occurring during labor and/or delivery,723091005,31243
SNOMEDCT_US,Down's syndrome,157019002,31244
SNOMEDCT_US,Down's syndrome - trisomy 21,205614001,31245
SNOMEDCT_US,Complete trisomy 21 syndrome,41040004,31246
SNOMEDCT_US,Trisomy 21,737542000,31247
SNOMEDCT_US,Organised,385650005,31248
SNOMEDCT_US,[M]Transitional cell carcinoma NOS,189576006,31249
SNOMEDCT_US,TCC - Transitional cell carcinoma,27090000,31250
SNOMEDCT_US,Skin tube,256678007,31251
SNOMEDCT_US,Button battery,311939007,31252
SNOMEDCT_US,A-V fistula,11556006,31253
SNOMEDCT_US,AV - Arteriovenous fistula,128617001,31254
SNOMEDCT_US,Arteriovenous fistula,439470001,31255
SNOMEDCT_US,Gene,67271001,31256
SNOMEDCT_US,Horseshoe,261369006,31257
SNOMEDCT_US,[M]Rhabdomyosarcoma NOS,134166003,31258
SNOMEDCT_US,Hypermobility of joint,298181000,31259
SNOMEDCT_US,Third edition,258241007,31260
SNOMEDCT_US,Congenital heart anomaly NOS,156926008,31261
SNOMEDCT_US,Congenital heart anomaly NOS,204413006,31262
SNOMEDCT_US,Congenital heart anomaly NOS,268318000,31263
SNOMEDCT_US,Washington,421908005,31264
SNOMEDCT_US,Tinea cruris,399029005,31265
SNOMEDCT_US,Scalp ringworm,154396008,31266
SNOMEDCT_US,Black dot ringworm,5441008,31267
SNOMEDCT_US,Fungal microorganism,289924001,31268
SNOMEDCT_US,Dermatophytosis of beard,186986001,31269
SNOMEDCT_US,Barbers' itch,399329002,31270
SNOMEDCT_US,Tinea pedis,154399001,31271
SNOMEDCT_US,Dermatophytosis of foot,271427009,31272
SNOMEDCT_US,Favus,85375000,31273
SNOMEDCT_US,Dermatophyte,115651002,31274
SNOMEDCT_US,Arthrodermataceae,416959009,31275
SNOMEDCT_US,Antifungal drugs,282833001,31276
SNOMEDCT_US,Fungicidal drug,289095006,31277
SNOMEDCT_US,Antifungal preparation,332848007,31278
SNOMEDCT_US,Antifungal agent,81491005,31279
SNOMEDCT_US,Inguinal,255575008,31280
SNOMEDCT_US,Groin,26893007,31281
SNOMEDCT_US,Ringworm of body,154400008,31282
SNOMEDCT_US,Herpes circinatus,186994008,31283
SNOMEDCT_US,Body tinea,84849002,31284
SNOMEDCT_US,Mycoses NOS,187110007,31285
SNOMEDCT_US,[X]Unspecified mycosis,187498007,31286
SNOMEDCT_US,Disease caused by fungus,3218000,31287
SNOMEDCT_US,Shampoo,385104006,31288
SNOMEDCT_US,Conventional release cutaneous shampoo,785908001,31289
SNOMEDCT_US,Kerion,19087001,31290
SNOMEDCT_US,(Deep seated dermatophytosis) or (granuloma: [trichophyticum] or [Majocchi's]),186995009,31291
SNOMEDCT_US,Trichophyton species,372362004,31292
SNOMEDCT_US,Genus Trichophyton,88578003,31293
SNOMEDCT_US,(Alopecia) or (thinning of hair),201129005,31294
SNOMEDCT_US,(Alopecia unspecified) or (baldness) or (hair loss),201130000,31295
SNOMEDCT_US,Alopecia NOS,201157003,31296
SNOMEDCT_US,Alopecia unspecified,267810004,31297
SNOMEDCT_US,Falling hair,278040002,31298
SNOMEDCT_US,Hairbrush,28026003,31299
SNOMEDCT_US,Hair shaft,37111008,31300
SNOMEDCT_US,Undergarment,228164001,31301
SNOMEDCT_US,Miconazole [systemic],324678005,31302
SNOMEDCT_US,Miconazole [genital],326243000,31303
SNOMEDCT_US,Miconazole [oropharyngeal],331197003,31304
SNOMEDCT_US,Caustic alkali of potassium,34763001,31305
SNOMEDCT_US,Tinea of perianal region,399172001,31306
SNOMEDCT_US,PET imaging,363678002,31307
SNOMEDCT_US,PET - Positron emission tomography,82918005,31308
SNOMEDCT_US,Product containing terbinafine,108925005,31309
SNOMEDCT_US,Terbinafine,373450007,31310
SNOMEDCT_US,Powder,449872003,31311
SNOMEDCT_US,Drug powder,85581007,31312
SNOMEDCT_US,Ketoconazole [infections],324673001,31313
SNOMEDCT_US,Ketoconazole [gynaecological use],326240002,31314
SNOMEDCT_US,Ketoconazole [skin],332902002,31315
SNOMEDCT_US,Ectothrix,260236001,31316
SNOMEDCT_US,Endothrix,260237005,31317
SNOMEDCT_US,Cutaneous mycosis,14560005,31318
SNOMEDCT_US,Dermatomycosis NOS,187004009,31319
SNOMEDCT_US,Skin clean,297954002,31320
SNOMEDCT_US,Helminthiasis NOS,187189004,31321
SNOMEDCT_US,Helminthiasis,187518006,31322
SNOMEDCT_US,"[X]Helminthiasis, unspecified",187542005,31323
SNOMEDCT_US,Helminth infection,27601005,31324
SNOMEDCT_US,Sweating symptom,139113004,31325
SNOMEDCT_US,Sweating observable,364538006,31326
SNOMEDCT_US,Length of time homeless,442244004,31327
SNOMEDCT_US,Woods,264347000,31328
SNOMEDCT_US,Selenium disulfide,58292001,31329
SNOMEDCT_US,Product containing selenium sulfide,768430000,31330
SNOMEDCT_US,Personal care,384758001,31331
SNOMEDCT_US,Shampoos [2],332764008,31332
SNOMEDCT_US,Fungal spore,46901008,31333
SNOMEDCT_US,Wears many layers of clothing,225495002,31334
SNOMEDCT_US,Sandals,228241009,31335
SNOMEDCT_US,Scalp injury,212400009,31336
SNOMEDCT_US,Skin appearance normal,225544001,31337
SNOMEDCT_US,Skin pigmentation,38962007,31338
SNOMEDCT_US,Thymine,91645009,31339
SNOMEDCT_US,Blue light,285331002,31340
SNOMEDCT_US,Medicated shampoos,332689007,31341
SNOMEDCT_US,Athletic supporter,27785006,31342
SNOMEDCT_US,Topical antifungal,714266009,31343
SNOMEDCT_US,Minor injury,35712008,31344
SNOMEDCT_US,DLSO,403104005,31345
SNOMEDCT_US,Proximal subungual onychomycosis,403105006,31346
SNOMEDCT_US,Nail bed,56820002,31347
SNOMEDCT_US,Injury of nail,275320004,31348
SNOMEDCT_US,Infection of nail,238408000,31349
SNOMEDCT_US,Nail infection NOS,238723006,31350
SNOMEDCT_US,Filamentous fungus,264408003,31351
SNOMEDCT_US,Mold,84489001,31352
SNOMEDCT_US,Manicuring nails,286855007,31353
SNOMEDCT_US,Disorder of nail,156401005,31354
SNOMEDCT_US,Disease of nail,17790008,31355
SNOMEDCT_US,Nail disease NOS,201127007,31356
SNOMEDCT_US,Shape of nail,247485001,31357
SNOMEDCT_US,Nail changes,416596008,31358
SNOMEDCT_US,White nails,247508004,31359
SNOMEDCT_US,Nail polish,69225002,31360
SNOMEDCT_US,Finding of surface of nail,247496009,31361
SNOMEDCT_US,Complete loss of nails,22743000,31362
SNOMEDCT_US,Fatty dots,53151000,31363
SNOMEDCT_US,Appearance of nail,364541002,31364
SNOMEDCT_US,Infection of head,363166002,31365
SNOMEDCT_US,Increased thickness of nail,111982005,31366
SNOMEDCT_US,Non-infected,55189008,31367
SNOMEDCT_US,Onycholysis,156405001,31368
SNOMEDCT_US,Detachment of nail,75789001,31369
SNOMEDCT_US,Debris,257159000,31370
SNOMEDCT_US,Deoxyribonucleic acid of Trichophyton rubrum,708468007,31371
SNOMEDCT_US,Psoriasis unspecified,200961000,31372
SNOMEDCT_US,Psoriasis NOS,200978009,31373
SNOMEDCT_US,Scrapings,258431006,31374
SNOMEDCT_US,Antifungal therapy,718526003,31375
SNOMEDCT_US,Loosening,51121001,31376
SNOMEDCT_US,Skin layer,314820002,31377
SNOMEDCT_US,Footwear,88063004,31378
SNOMEDCT_US,Shoes,43983001,31379
SNOMEDCT_US,Determination of growth of fungi,250467003,31380
SNOMEDCT_US,Socks,262156000,31381
SNOMEDCT_US,Diabetes with peripheral circulatory disorder,127014009,31382
SNOMEDCT_US,Diabetes mellitus NOS with peripheral circulatory disorder,190361006,31383
SNOMEDCT_US,Diabetes + periph.circulat.dis,267473003,31384
SNOMEDCT_US,Total dystrophic onychomycosis,403107003,31385
SNOMEDCT_US,Endonyx onychomycosis,403109000,31386
SNOMEDCT_US,Tavaborole,716264009,31387
SNOMEDCT_US,Product containing tavaborole,763516005,31388
SNOMEDCT_US,Diabetes with peripheral circulatory disorders,982001,31389
SNOMEDCT_US,Observation of wear of footwear,250168000,31390
SNOMEDCT_US,Decreased thickness of nail,63829008,31391
SNOMEDCT_US,Mycologic,69267006,31392
SNOMEDCT_US,NG - Neoplastic growth,55342001,31393
SNOMEDCT_US,Nail deformity,201114008,31394
SNOMEDCT_US,Anhydrotic skin,16386004,31395
SNOMEDCT_US,Public swimming pool,15496002,31396
SNOMEDCT_US,DMSO - Dimethylsulfoxide,115535002,31397
SNOMEDCT_US,Dimethyl sulfoxide,346400003,31398
SNOMEDCT_US,DMSO,66278004,31399
SNOMEDCT_US,Does use cooking utensils,285895001,31400
SNOMEDCT_US,"Hinddigit, NOS",29707007,31401
SNOMEDCT_US,Product containing tolnaftate,38166006,31402
SNOMEDCT_US,Tolnaftate,387204001,31403
SNOMEDCT_US,Infection foot,200734006,31404
SNOMEDCT_US,Infection foot,299990002,31405
SNOMEDCT_US,Skin of foot,60496002,31406
SNOMEDCT_US,Warm skin,102599008,31407
SNOMEDCT_US,Vinegar,227565008,31408
SNOMEDCT_US,Moccasins,228238000,31409
SNOMEDCT_US,Moccasin,278938005,31410
SNOMEDCT_US,ID - Interdigital,264041005,31411
SNOMEDCT_US,Stocking,228184002,31412
SNOMEDCT_US,Interdigital space of foot,14162009,31413
SNOMEDCT_US,Web space of toe,276753001,31414
SNOMEDCT_US,Shower,465770001,31415
SNOMEDCT_US,Desiccation,257791009,31416
SNOMEDCT_US,Natural material,260786008,31417
SNOMEDCT_US,PVC - Polyvinyl chloride,256518006,31418
SNOMEDCT_US,Chlorethylene polymer,35233000,31419
SNOMEDCT_US,Occluded,263823007,31420
SNOMEDCT_US,Occlusal,710098004,31421
SNOMEDCT_US,"[X]Pruritus, unspecified",201371004,31422
SNOMEDCT_US,Pruritus NOS,267804004,31423
SNOMEDCT_US,Pruritic dermatitis,279333002,31424
SNOMEDCT_US,Itch,32738000,31425
SNOMEDCT_US,"Itch of skin, NOS",367516003,31426
SNOMEDCT_US,Itch,418290006,31427
SNOMEDCT_US,Itching of skin,418363000,31428
SNOMEDCT_US,Culture for fungi,41170006,31429
SNOMEDCT_US,PAS stain,15947002,31430
SNOMEDCT_US,Floor,709280007,31431
SNOMEDCT_US,Skin scrapings taken,168306005,31432
SNOMEDCT_US,Bathtub,75988000,31433
SNOMEDCT_US,Pruritus ani,156381007,31434
SNOMEDCT_US,Perianal irritation,201012005,31435
SNOMEDCT_US,Anal itch,90446007,31436
SNOMEDCT_US,Annular,112627000,31437
SNOMEDCT_US,Border,112233002,31438
SNOMEDCT_US,Azole,300903003,31439
SNOMEDCT_US,Azole product,764881006,31440
SNOMEDCT_US,Engaged in wrestling,5980009,31441
SNOMEDCT_US,Cellulitis of skin,123951002,31442
SNOMEDCT_US,Cutaneous cellulitis,200737004,31443
SNOMEDCT_US,Allergy-sensitivity to fungi syndrome,30668009,31444
SNOMEDCT_US,Bathroom,223359008,31445
SNOMEDCT_US,Zoophilic fungus,12005006,31446
SNOMEDCT_US,Conventional release cutaneous cream,421628006,31447
SNOMEDCT_US,Hot towels treatment,229576002,31448
SNOMEDCT_US,Horny layer,20281003,31449
SNOMEDCT_US,Pityriasis versicolor,154395007,31450
SNOMEDCT_US,PV - Pityriasis versicolor,56454009,31451
SNOMEDCT_US,Tinea palmaris nigra,184346000,31452
SNOMEDCT_US,Microsporosis nigra,185367005,31453
SNOMEDCT_US,Lack of color,398912001,31454
SNOMEDCT_US,Seborrhea capitis,156329007,31455
SNOMEDCT_US,Seborrhea capitis,28431005,31456
SNOMEDCT_US,Dandruff,400201008,31457
SNOMEDCT_US,Dandruff,77592001,31458
SNOMEDCT_US,Oral contraception,146695006,31459
SNOMEDCT_US,Inhibition of ovulation,5935008,31460
SNOMEDCT_US,[D]Excessive sweating,206776008,31461
SNOMEDCT_US,Excessive sweating,267028003,31462
SNOMEDCT_US,Microscope,65473004,31463
SNOMEDCT_US,Conventional release oral solution,385023001,31464
SNOMEDCT_US,Abnormal color,47415006,31465
SNOMEDCT_US,Osteoporosis,156825006,31466
SNOMEDCT_US,"Osteoporosis, unspecified",203428004,31467
SNOMEDCT_US,Osteoporosis NOS,203440004,31468
SNOMEDCT_US,OP - Osteoporosis,64859006,31469
SNOMEDCT_US,Colonic polyp,68496003,31470
SNOMEDCT_US,Hip fracture,263225007,31471
SNOMEDCT_US,Fracture of spinal vertebra,50448004,31472
SNOMEDCT_US,MAP - MYH associated polyposis,423471004,31473
SNOMEDCT_US,APC - Adenomatous polyposis coli,72900001,31474
SNOMEDCT_US,[X]Unspecified osteoporosis with pathological fracture,203885008,31475
SNOMEDCT_US,Osteoporotic fracture,46675001,31476
SNOMEDCT_US,Oleovitamin D preparation,11563006,31477
SNOMEDCT_US,Biphosphonate,372907000,31478
SNOMEDCT_US,Biphosphonate product,96281001,31479
SNOMEDCT_US,DEXA - Dual energy X-ray photon absorptiometry,241686001,31480
SNOMEDCT_US,[M]Adenoma NOS,189579004,31481
SNOMEDCT_US,Calcium analyte,290128009,31482
SNOMEDCT_US,Ca - Calcium,5540006,31483
SNOMEDCT_US,Calcium product,767113005,31484
SNOMEDCT_US,Calcium coagulation factor,80161001,31485
SNOMEDCT_US,Postmenopausal,76498008,31486
SNOMEDCT_US,Raloxifene,109029006,31487
SNOMEDCT_US,Product containing raloxifene,419530003,31488
SNOMEDCT_US,Serrated polyp,449854009,31489
SNOMEDCT_US,[M]Adenomatous polyp NOS,189597007,31490
SNOMEDCT_US,Adenomatous polyp,82375006,31491
SNOMEDCT_US,Alendronate,96290008,31492
SNOMEDCT_US,Postmenopausal osteoporosis,102447009,31493
SNOMEDCT_US,Menopausal osteoporosis,32369003,31494
SNOMEDCT_US,Bone resorption,22200009,31495
SNOMEDCT_US,Hyperplasic polyp,277163006,31496
SNOMEDCT_US,Hyperplastic polyp,62047007,31497
SNOMEDCT_US,Osteoblast,48156001,31498
SNOMEDCT_US,Osteoporosis treatment,720745005,31499
SNOMEDCT_US,Osteoclast,27770000,31500
SNOMEDCT_US,Standard deviation,386136009,31501
SNOMEDCT_US,NOF - Neck of femur,259254008,31502
SNOMEDCT_US,Neck of femur,29627003,31503
SNOMEDCT_US,Calcium + vitamin D,412107002,31504
SNOMEDCT_US,Estrogens,325478009,31505
SNOMEDCT_US,"Estrogen preparation, NOS",61946003,31506
SNOMEDCT_US,Product containing teriparatide,398823001,31507
SNOMEDCT_US,Teriparatide,425438001,31508
SNOMEDCT_US,Bone remodeling,370549005,31509
SNOMEDCT_US,Pathologic osteoporosis,703264005,31510
SNOMEDCT_US,Multiple polyps,9499001,31511
SNOMEDCT_US,Compression fracture of spine,42942008,31512
SNOMEDCT_US,Parathormone preparation,27518004,31513
SNOMEDCT_US,Parathyroid hormone agent,373752003,31514
SNOMEDCT_US,Intact parathyroid hormone (substance),4076007,31515
SNOMEDCT_US,Parathormone,68136009,31516
SNOMEDCT_US,Malignant,21594007,31517
SNOMEDCT_US,Bone formation,83323007,31518
SNOMEDCT_US,Z-score,373065002,31519
SNOMEDCT_US,Ibandronate,96287002,31520
SNOMEDCT_US,Spinal structure,280717001,31521
SNOMEDCT_US,Backbone,293330002,31522
SNOMEDCT_US,Structure of vertebral column,421060004,31523
SNOMEDCT_US,Osteoporosis prevention,710974008,31524
SNOMEDCT_US,Zoledronate,420124002,31525
SNOMEDCT_US,Zoledronate,768145002,31526
SNOMEDCT_US,Lynch syndrome,716318002,31527
SNOMEDCT_US,Compact bone,32217005,31528
SNOMEDCT_US,[M]Tubular adenoma NOS,189602000,31529
SNOMEDCT_US,Structure of vertebra,420345000,31530
SNOMEDCT_US,Bone structure of spine,51282000,31531
SNOMEDCT_US,Has grown shorter,248329006,31532
SNOMEDCT_US,Decrease in height,71781005,31533
SNOMEDCT_US,Age related osteoporosis,18040001,31534
SNOMEDCT_US,Family history of polyp of colon,429969003,31535
SNOMEDCT_US,Calcium supplement,438581000124107,31536
SNOMEDCT_US,Sessile polyp,103679000,31537
SNOMEDCT_US,Familial polyendocrine adenomatosis,46724008,31538
SNOMEDCT_US,Endocrine adenomatosis,60549007,31539
SNOMEDCT_US,Colonoscope,90412006,31540
SNOMEDCT_US,Carpus,8205005,31541
SNOMEDCT_US,Hormone replacement therapy,148172008,31542
SNOMEDCT_US,Hormone replacement therapy,170948007,31543
SNOMEDCT_US,Hormone replacement therapy,182932006,31544
SNOMEDCT_US,HRT - Hormone replacement therapy,266717002,31545
SNOMEDCT_US,Hormone replacement therapy,268601007,31546
SNOMEDCT_US,Intratracheal,404818005,31547
SNOMEDCT_US,Dental panoramic X-ray,89846007,31548
SNOMEDCT_US,Premature menopause,373717006,31549
SNOMEDCT_US,Menopause praecox,74296006,31550
SNOMEDCT_US,Candida infection of mouth,79740000,31551
SNOMEDCT_US,Candidiasis,154403005,31552
SNOMEDCT_US,Candidiasis NOS,187024008,31553
SNOMEDCT_US,"[X]Candidiasis, unspecified",187478002,31554
SNOMEDCT_US,Esophageal candidiasis,187023002,31555
SNOMEDCT_US,Candida of esophagus,20639004,31556
SNOMEDCT_US,Buccal cavity,74262004,31557
SNOMEDCT_US,Candida albicans var stellatoidea,20849004,31558
SNOMEDCT_US,Candida albicans var albicans,243448008,31559
SNOMEDCT_US,CA - Candida albicans,53326005,31560
SNOMEDCT_US,Disseminated candida,70572005,31561
SNOMEDCT_US,Acute erythematous candidosis,235071003,31562
SNOMEDCT_US,Tongue,21974007,31563
SNOMEDCT_US,Nystatin [systemic],324688006,31564
SNOMEDCT_US,Nystatin [gynaecological use],326264001,31565
SNOMEDCT_US,Nystatin [mouth],331210006,31566
SNOMEDCT_US,Nystatin [skin],332925001,31567
SNOMEDCT_US,Pseudomembranous thrush,95893008,31568
SNOMEDCT_US,CMC - Chronic mucocutaneous candidiasis,234568006,31569
SNOMEDCT_US,Hyperplastic candidiasis,110277001,31570
SNOMEDCT_US,Mucosal,313268005,31571
SNOMEDCT_US,Fungal filament,284688000,31572
SNOMEDCT_US,Hypha,31972001,31573
SNOMEDCT_US,Dental practitioner,106289002,31574
SNOMEDCT_US,Dentist,134921008,31575
SNOMEDCT_US,Esophagoscopy and biopsy,142337009,31576
SNOMEDCT_US,Endoscopic biopsy of esophagus,71658001,31577
SNOMEDCT_US,Swallowing painful,139293008,31578
SNOMEDCT_US,Odynophagia,30233002,31579
SNOMEDCT_US,Conventional release vaginal suppository,421195004,31580
SNOMEDCT_US,Conventional release vaginal pessary,767059009,31581
SNOMEDCT_US,Candidiasis of intestine,84679006,31582
SNOMEDCT_US,PerIeche,367523002,31583
SNOMEDCT_US,Denture stomatitis,196576008,31584
SNOMEDCT_US,DS - Denture stomatitis,69254008,31585
SNOMEDCT_US,Skin of vulva,28822000,31586
SNOMEDCT_US,Esophagitis,16761005,31587
SNOMEDCT_US,Esophagitis NOS,196605000,31588
SNOMEDCT_US,Candida of skin,49883006,31589
SNOMEDCT_US,Candidemia,432261003,31590
SNOMEDCT_US,Conventional release vaginal cream,385165005,31591
SNOMEDCT_US,Candida dubliniensis,115952006,31592
SNOMEDCT_US,Balance normal,298312007,31593
SNOMEDCT_US,Allergy to inhaled corticosteroids,294162002,31594
SNOMEDCT_US,Inflammation of mouth,61170000,31595
SNOMEDCT_US,Candida paratropicalis,47885008,31596
SNOMEDCT_US,Nipple structure,279007000,31597
SNOMEDCT_US,Nipple anatomy,361080000,31598
SNOMEDCT_US,Cottage cheese,226814003,31599
SNOMEDCT_US,Does not sit in bath,284812006,31600
SNOMEDCT_US,Herpes simplex infection of vagina,723090006,31601
SNOMEDCT_US,Pseudohypha,82052005,31602
SNOMEDCT_US,Upper Gastrointestinal endoscopy,173826001,31603
SNOMEDCT_US,Combined upper GI endoscopy,386830000,31604
SNOMEDCT_US,Fiberoptic esophagogastroduodenoscopy,387596007,31605
SNOMEDCT_US,Product containing tioconazole,332967005,31606
SNOMEDCT_US,Tioconazole,395909003,31607
SNOMEDCT_US,APECED - Autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy,11244009,31608
SNOMEDCT_US,Polyglandular autoimmune syndrome - type 1,237828007,31609
SNOMEDCT_US,Eczema intertrigo,58759008,31610
SNOMEDCT_US,Candidiasis of finger web,240713001,31611
SNOMEDCT_US,Erosio interdigitalis blastomycetica,89949004,31612
SNOMEDCT_US,Jacquet's dermatitis,238582000,31613
SNOMEDCT_US,Ammonia dermatitis,91487003,31614
SNOMEDCT_US,42.9,732743000,31615
SNOMEDCT_US,Yeast form type,246257007,31616
SNOMEDCT_US,Keratinocyte,74447004,31617
SNOMEDCT_US,Autoimmune polyglandular failure,190568004,31618
SNOMEDCT_US,APS,41864002,31619
SNOMEDCT_US,Neonatal candidiasis of other skin,206357008,31620
SNOMEDCT_US,Neonatal candida infection NOS,206362009,31621
SNOMEDCT_US,Certain types of cyclitis NOS,193498009,31622
SNOMEDCT_US,Normal flora,23506009,31623
SNOMEDCT_US,Adhesion,42685002,31624
SNOMEDCT_US,Hypoparathyroidism NOS,190457001,31625
SNOMEDCT_US,Deficiency of PTH,36976004,31626
SNOMEDCT_US,Interleukins,327385005,31627
SNOMEDCT_US,Interleukin,38476002,31628
SNOMEDCT_US,Perianal dermatitis,275448003,31629
SNOMEDCT_US,Phagocytosis,56639005,31630
SNOMEDCT_US,Vaginal candidiasis,393561009,31631
SNOMEDCT_US,Candida balanitis,52643007,31632
SNOMEDCT_US,Candida of vagina,72934000,31633
SNOMEDCT_US,Mucositis following radiation therapy,109257007,31634
SNOMEDCT_US,Napkin candidiasis,200770009,31635
SNOMEDCT_US,Radiation stomatitis,31783001,31636
SNOMEDCT_US,755,732866007,31637
SNOMEDCT_US,Secukinumab,708822004,31638
SNOMEDCT_US,Product containing secukinumab,714689007,31639
SNOMEDCT_US,Hydrolase-containing product,772034009,31640
SNOMEDCT_US,Primary immune deficiency disorder,58606001,31641
SNOMEDCT_US,Sampling,257915005,31642
SNOMEDCT_US,63,732828009,31643
SNOMEDCT_US,Upper case Roman letter Y,257980007,31644
SNOMEDCT_US,KOD - Knocked out,282750008,31645
SNOMEDCT_US,TXB2,18298003,31646
SNOMEDCT_US,Increased susceptibility to infections,102466009,31647
SNOMEDCT_US,Jamaica,223706009,31648
SNOMEDCT_US,ICD - Irritant contact dermatitis,110979008,31649
SNOMEDCT_US,Irritant contact dermatitis,200850007,31650
SNOMEDCT_US,Macerated skin,3644009,31651
SNOMEDCT_US,Endogenous,73979006,31652
SNOMEDCT_US,Vitamin B1 deficiency,190624008,31653
SNOMEDCT_US,Aneurin deficiency,399357009,31654
SNOMEDCT_US,Dystrophy,4720007,31655
SNOMEDCT_US,Coccidioidomycosis,187025009,31656
SNOMEDCT_US,Coccidioidomycosis NOS,187035003,31657
SNOMEDCT_US,"[X]Coccidioidomycosis, unspecified",187481007,31658
SNOMEDCT_US,Infection by Coccidioides immitis,442543009,31659
SNOMEDCT_US,Coccidioidomycosis,60826002,31660
SNOMEDCT_US,Mucormycosis,76627001,31661
SNOMEDCT_US,Aspergillosis,65553006,31662
